2022-11-09T16:32:40Z,BRK.B,0.27
2022-11-09T16:32:40Z,VT,0.08
2022-11-14T15:30:06Z,BRK.B,0.93
2022-11-14T15:30:06Z,VT,0.02
2022-11-14T15:30:40Z,BRK.B,0.93
2022-11-14T15:30:40Z,VT,0.02
2022-11-14T15:31:14Z,BRK.B,0.93
2022-11-14T15:31:14Z,VT,0.02
2022-11-14T15:31:48Z,BRK.B,0.93
2022-11-14T15:31:48Z,VT,0.02
2022-11-14T15:32:22Z,BRK.B,0.93
2022-11-14T15:32:22Z,VT,0.02
2022-11-14T15:32:56Z,BRK.B,0.93
2022-11-14T15:32:56Z,VT,0.02
2022-11-14T15:33:30Z,BRK.B,0.93
2022-11-14T15:33:30Z,VT,0.02
2022-11-14T15:34:05Z,BRK.B,0.93
2022-11-14T15:34:05Z,VT,0.02
2022-11-14T15:34:39Z,BRK.B,0.93
2022-11-14T15:34:39Z,VT,0.02
2022-11-14T15:35:14Z,BRK.B,0.93
2022-11-14T15:35:14Z,VT,0.02
2022-11-14T15:35:47Z,BRK.B,0.93
2022-11-14T15:35:47Z,VT,0.02
2022-11-14T15:36:21Z,BRK.B,0.93
2022-11-14T15:36:21Z,VT,0.02
2022-11-14T15:36:55Z,BRK.B,0.93
2022-11-14T15:36:55Z,VT,0.02
2022-11-14T15:37:28Z,BRK.B,0.93
2022-11-14T15:37:28Z,VT,0.02
2022-11-14T15:38:02Z,BRK.B,0.93
2022-11-14T15:38:02Z,VT,0.02
2022-11-14T15:38:36Z,BRK.B,0.93
2022-11-14T15:38:36Z,VT,0.02
2022-11-14T15:39:09Z,BRK.B,0.93
2022-11-14T15:39:09Z,VT,0.02
2022-11-14T15:39:43Z,BRK.B,0.93
2022-11-14T15:39:43Z,VT,0.02
2022-11-14T15:40:17Z,BRK.B,0.93
2022-11-14T15:40:17Z,VT,0.02
2022-11-14T15:40:50Z,BRK.B,0.93
2022-11-14T15:40:50Z,VT,0.02
2022-11-14T15:41:24Z,BRK.B,0.93
2022-11-14T15:41:24Z,VT,0.02
2022-11-14T15:41:58Z,BRK.B,0.93
2022-11-14T15:41:58Z,VT,0.02
2022-11-14T15:42:31Z,BRK.B,0.93
2022-11-14T15:42:31Z,VT,0.02
2022-11-14T15:43:05Z,BRK.B,0.93
2022-11-14T15:43:05Z,VT,0.02
2022-11-14T15:43:39Z,BRK.B,0.93
2022-11-14T15:43:39Z,VT,0.02
2022-11-14T15:44:14Z,BRK.B,0.93
2022-11-14T15:44:14Z,VT,0.02
2022-11-14T15:44:48Z,BRK.B,0.93
2022-11-14T15:44:48Z,VT,0.02
2022-11-14T15:45:23Z,BRK.B,0.93
2022-11-14T15:45:23Z,VT,0.02
2022-11-14T15:45:56Z,BRK.B,0.93
2022-11-14T15:45:56Z,VT,0.02
2022-11-14T15:46:31Z,BRK.B,0.93
2022-11-14T15:46:31Z,VT,0.02
2022-11-14T15:47:05Z,BRK.B,0.93
2022-11-14T15:47:05Z,VT,0.02
2022-11-14T15:47:39Z,BRK.B,0.93
2022-11-14T15:47:39Z,VT,0.02
2022-11-14T15:48:12Z,BRK.B,0.93
2022-11-14T15:48:12Z,VT,0.02
2022-11-14T15:48:46Z,BRK.B,0.93
2022-11-14T15:48:46Z,VT,0.02
2022-11-14T15:48:55Z,BRK.B,0.07
2022-11-14T15:48:55Z,VT,0.02
2022-11-17T15:28:26Z,BRK.B,0.33
2022-11-17T15:28:26Z,VT,0.29
2022-11-21T15:28:35Z,BRK.B,0.67
2022-11-21T15:28:35Z,VT,0.59
2022-11-25T15:28:00Z,BRK.B,20.66
2022-11-25T15:28:00Z,VT,0
2022-11-25T15:28:36Z,BRK.B,20.66
2022-11-25T15:28:36Z,VT,0
2022-11-25T15:29:12Z,BRK.B,20.66
2022-11-25T15:29:12Z,VT,0
2022-11-25T15:29:48Z,BRK.B,20.66
2022-11-25T15:29:48Z,VT,0
2022-11-25T15:30:24Z,BRK.B,20.66
2022-11-25T15:30:24Z,VT,0
2022-11-25T15:30:59Z,BRK.B,20.66
2022-11-25T15:30:59Z,VT,0
2022-11-25T15:31:35Z,BRK.B,20.66
2022-11-25T15:31:35Z,VT,0
2022-11-25T15:32:11Z,BRK.B,20.66
2022-11-25T15:32:11Z,VT,0
2022-11-25T15:32:46Z,BRK.B,20.66
2022-11-25T15:32:46Z,VT,0
2022-11-25T15:33:23Z,BRK.B,20.66
2022-11-25T15:33:23Z,VT,0
2022-11-25T15:33:58Z,BRK.B,20.66
2022-11-25T15:33:58Z,VT,0
2022-11-25T15:34:34Z,BRK.B,20.66
2022-11-25T15:34:34Z,VT,0
2022-11-25T15:35:09Z,BRK.B,20.66
2022-11-25T15:35:09Z,VT,0
2022-11-25T15:35:45Z,BRK.B,20.66
2022-11-25T15:35:45Z,VT,0
2022-11-25T15:36:21Z,BRK.B,20.66
2022-11-25T15:36:21Z,VT,0
2022-11-25T15:36:57Z,BRK.B,20.66
2022-11-25T15:36:57Z,VT,0
2022-11-25T15:37:32Z,BRK.B,20.66
2022-11-25T15:37:32Z,VT,0
2022-11-25T15:38:08Z,BRK.B,20.66
2022-11-25T15:38:08Z,VT,0
2022-11-25T15:38:44Z,BRK.B,20.66
2022-11-25T15:38:44Z,VT,0
2022-11-25T15:39:20Z,BRK.B,20.66
2022-11-25T15:39:20Z,VT,0
2022-11-25T15:39:56Z,BRK.B,20.66
2022-11-25T15:39:56Z,VT,0
2022-11-25T15:40:33Z,BRK.B,20.66
2022-11-25T15:40:33Z,VT,0
2022-11-25T15:41:08Z,BRK.B,20.66
2022-11-25T15:41:08Z,VT,0
2022-11-25T15:41:44Z,BRK.B,20.66
2022-11-25T15:41:44Z,VT,0
2022-11-25T15:42:21Z,BRK.B,20.66
2022-11-25T15:42:21Z,VT,0
2022-11-25T15:42:57Z,BRK.B,20.66
2022-11-25T15:42:57Z,VT,0
2022-11-25T15:43:33Z,BRK.B,20.66
2022-11-25T15:43:33Z,VT,0
2022-11-25T15:44:08Z,BRK.B,20.66
2022-11-25T15:44:08Z,VT,0
2022-11-25T15:44:44Z,BRK.B,20.66
2022-11-25T15:44:44Z,VT,0
2022-11-25T15:45:20Z,BRK.B,20.66
2022-11-25T15:45:20Z,VT,0
2022-11-25T15:45:56Z,BRK.B,20.66
2022-11-25T15:45:56Z,VT,0
2022-11-25T15:46:31Z,BRK.B,20.66
2022-11-25T15:46:31Z,VT,0
2022-11-25T15:47:07Z,BRK.B,20.66
2022-11-25T15:47:07Z,VT,0
2022-11-25T15:47:42Z,BRK.B,20.66
2022-11-25T15:47:42Z,VT,0
2022-11-25T15:48:18Z,BRK.B,20.66
2022-11-25T15:48:18Z,VT,0
2022-11-25T15:48:53Z,BRK.B,20.66
2022-11-25T15:48:53Z,VT,0
2022-11-25T15:49:28Z,BRK.B,20.66
2022-11-25T15:49:28Z,VT,0
2022-11-25T15:50:04Z,BRK.B,20.66
2022-11-25T15:50:04Z,VT,0
